Time (s), Channel A (Input 1) (V), Channel B (Input 2) (V)
-3.323120640000e-01, 7.865169e-01, 2.198339e-02
-3.296321280000e-01, 7.804104e-01, 2.076209e-02
-3.269521920000e-01, 7.962873e-01, 2.198339e-02
-3.242722560000e-01, 8.011725e-01, 2.076209e-02
-3.215923200000e-01, 7.889595e-01, 2.198339e-02
-3.189123840000e-01, 7.926234e-01, 2.320469e-02
-3.162324480000e-01, 7.901808e-01, 1.831949e-02
-3.135525120000e-01, 7.755252e-01, 2.320469e-02
-3.108725760000e-01, 7.914021e-01, 2.076209e-02
-3.081926400000e-01, 8.194920e-01, 1.954079e-02
-3.055127040000e-01, 8.060577e-01, 2.198339e-02
-3.028327680000e-01, 7.962873e-01, 2.076209e-02
-3.001528320000e-01, 8.255985e-01, 2.076209e-02
-2.974728960000e-01, 8.072790e-01, 3.053249e-02
-2.947929600000e-01, 7.877382e-01, 2.076209e-02
-2.921130240000e-01, 7.901808e-01, 2.198339e-02
-2.894330880000e-01, 8.011725e-01, 2.076209e-02
-2.867531520000e-01, 7.987299e-01, 1.954079e-02
-2.840732160000e-01, 8.060577e-01, 2.076209e-02
-2.813932800000e-01, 8.072790e-01, 1.954079e-02
-2.787133440000e-01, 7.914021e-01, 2.198339e-02
-2.760334080000e-01, 7.975086e-01, 2.320469e-02
-2.733534720000e-01, 8.072790e-01, 2.320469e-02
-2.706735360000e-01, 8.085003e-01, 2.076209e-02
-2.679936000000e-01, 8.109429e-01, 2.198339e-02
-2.653136640000e-01, 8.048364e-01, 1.675623e+00
-2.626337280000e-01, 8.976551e-01, 3.335369e+00
-2.599537920000e-01, 8.939912e-01, 3.329262e+00
-2.572738560000e-01, 8.952125e-01, 3.325599e+00
-2.545939200000e-01, 9.159746e-01, 3.326820e+00
-2.519139840000e-01, 8.878848e-01, 3.321935e+00
-2.492340480000e-01, 8.952125e-01, 3.326820e+00
-2.465541120000e-01, 8.952125e-01, 3.326820e+00
-2.438741760000e-01, 8.952125e-01, 3.329262e+00
-2.411942400000e-01, 8.976551e-01, 3.334148e+00
-2.385143040000e-01, 9.147533e-01, 3.328041e+00
-2.358343680000e-01, 8.903274e-01, 3.326820e+00
-2.331544320000e-01, 8.854422e-01, 3.331705e+00
-2.304744960000e-01, 8.927699e-01, 3.326820e+00
-2.277945600000e-01, 8.903274e-01, 3.330484e+00
-2.251146240000e-01, 9.062042e-01, 3.324377e+00
-2.224346880000e-01, 8.988764e-01, 3.328041e+00
-2.197547520000e-01, 8.964338e-01, 3.328041e+00
-2.170748160000e-01, 8.988764e-01, 3.328041e+00
-2.143948800000e-01, 8.891061e-01, 3.330484e+00
-2.117149440000e-01, 9.037616e-01, 3.329262e+00
-2.090350080000e-01, 9.074255e-01, 3.328041e+00
-2.063550720000e-01, 9.000977e-01, 3.330484e+00
-2.036751360000e-01, 9.037616e-01, 3.329262e+00
-2.009952000000e-01, 8.891061e-01, 3.331705e+00
-1.983152640000e-01, 9.086468e-01, 3.328041e+00
-1.956353280000e-01, 8.793357e-01, 3.328041e+00
-1.929553920000e-01, 8.768931e-01, 3.329262e+00
-1.902754560000e-01, 8.744505e-01, 3.329262e+00
-1.875955200000e-01, 8.878848e-01, 3.332926e+00
-1.849155840000e-01, 8.976551e-01, 3.329262e+00
-1.822356480000e-01, 8.805570e-01, 3.329262e+00
-1.795557120000e-01, 9.074255e-01, 3.330484e+00
-1.768757760000e-01, 8.939912e-01, 3.329262e+00
-1.741958400000e-01, 8.988764e-01, 3.334148e+00
-1.715159040000e-01, 8.768931e-01, 3.332926e+00
-1.688359680000e-01, 9.086468e-01, 3.330484e+00
-1.661560320000e-01, 8.903274e-01, 1.678066e+00
-1.634760960000e-01, 7.877382e-01, 1.954079e-02
-1.607961600000e-01, 8.036151e-01, 2.198339e-02
-1.581162240000e-01, 8.146068e-01, 1.831949e-02
