Distance_(pixels),Gray_Value
694,72.523
695,71.119
696,70.638
697,70.508
698,71.255
699,72.207
700,73.082
701,74.284
702,77.057
703,80.058
704,82.085
705,83.885
706,85.993
707,88.202
708,89.942
709,92.117
710,94.765
711,97.003
712,98.750
713,100.493
714,101.640
715,103.049
716,104.890
717,106.320
718,106.802
719,107.769
720,108.743
721,109.317
722,110.484
723,111.923
724,112.950
725,114.112
726,114.748
727,115.390
728,115.435
729,116.123
730,116.769
731,117.855
732,118.372
733,118.856
734,119.273
735,119.632
736,119.966
737,120.268
738,120.174
739,120.353
740,120.183
741,120.197
742,120.181
743,120.252
744,120.239
745,121.024
746,121.775
747,122.289
748,122.637
749,123.095
750,123.322
751,123.434
752,123.220
753,123.558
754,123.316
755,122.521
756,121.540
757,121.513
758,121.342
759,121.696
760,121.926
761,122.115
762,122.227
763,122.047
764,121.417
765,120.585
766,119.735
767,119.096
768,118.508
769,117.802
770,117.077
771,116.313
772,115.810
773,115.677
774,115.383
775,115.261
776,114.931
777,114.881
778,114.266
779,113.577
780,112.919
781,112.002
782,111.287
783,110.714
784,110.524
785,110.329
786,109.609
787,109.426
788,109.662
789,109.786
790,110.315
791,111.141
792,111.653
793,111.581
794,112.186
795,113.420
796,114.429
797,115.474
798,116.150
799,116.820
800,117.887
801,119.743
802,121.525
803,122.483
804,123.725
805,125.657
806,127.462
807,129.009
808,130.065
809,131.934
810,133.955
811,137.344
812,139.688
813,144.075
814,157.200
815,177.946
816,196.519
817,206.978
818,211.545
819,215.768
820,218.796
821,218.962
822,222.547
823,229.969
824,235.749
825,237.478
826,233.212
827,227.928
828,226.438
829,230.982
830,235.814
831,238.255
832,238.565
833,238.825
834,240.435
835,241.877
836,243.875
837,245.955
838,246.802
839,247.625
840,248.334
841,248.292
842,247.052
843,247.581
844,248.744
845,248.866
846,249.406
847,249.993
848,250.432
849,250.626
850,250.246
851,250.338
852,250.623
853,250.684
854,251.105
855,251.859
856,252.255
857,252.233
858,252.311
859,252.103
860,251.682
861,251.593
862,251.800
863,251.655
864,251.791
865,252.291
866,252.633
867,252.677
868,252.445
869,252.553
870,252.498
871,252.137
872,252.172
873,252.070
874,251.931
875,251.954
876,252.353
877,252.799
878,252.871
879,252.881
880,252.830
881,252.974
882,253.215
883,253.233
884,253.182
885,252.813
886,252.238
887,251.967
888,251.937
889,251.869
890,251.859
891,251.758
892,252.072
893,252.648
894,252.467
895,251.831
896,251.480
897,252.248
898,252.654
899,251.896
900,251.335
901,250.654
902,250.070
903,249.670
904,249.636
905,249.644
906,250.687
907,251.485
908,250.239
909,249.758
910,250.093
911,249.583
912,249.411
913,249.784
914,249.319
915,248.526
916,248.478
917,248.507
918,247.397
919,245.871
920,245.770
921,246.563
922,247.007
923,246.404
924,243.736
925,241.433
926,240.542
927,240.302
928,241.934
929,242.668
930,240.101
931,235.665
932,230.743
933,228.093
934,227.849
935,228.169
936,227.669
937,224.759
938,218.895
939,211.639
940,206.563
941,205.772
942,205.650
943,200.189
944,185.827
945,165.773
946,147.977
947,139.619
948,137.941
949,138.150
950,136.474
951,134.329
952,131.485
953,128.880
954,127.653
955,126.094
956,124.534
957,122.888
958,121.147
959,119.030
960,116.934
961,115.135
962,113.593
963,112.235
964,111.166
965,109.612
966,107.947
967,106.359
968,105.172
969,104.545
970,103.864
971,103.070
972,103.072
973,103.252
974,103.531
975,104.180
976,105.054
977,105.843
978,106.937
979,108.109
980,109.869
981,112.048
982,113.755
983,114.648
984,115.195
985,115.638
986,115.801
987,116.051
988,116.488
989,117.420
990,118.502
991,119.101
992,119.379
993,119.755
994,120.280
995,120.413
996,120.324
997,120.152
998,119.913
999,119.751
1000,119.551
1001,119.526
1002,120.116
1003,120.602
1004,120.397
1005,119.906
1006,120.492
1007,120.076
1008,120.213
1009,120.387
1010,120.663
1011,120.710
1012,120.819
1013,120.736
1014,120.416
1015,119.924
1016,119.822
1017,119.980
1018,120.126
1019,119.457
1020,118.963
1021,118.458
1022,118.279
1023,118.046
1024,117.809
1025,117.177
1026,116.748
1027,116.168
1028,115.699
1029,114.981
1030,114.528
1031,114.137
1032,113.944
1033,113.413
1034,112.816
1035,111.742
1036,110.686
1037,109.138
1038,108.411
1039,107.126
1040,105.723
1041,104.132
1042,101.916
1043,100.157
1044,98.787
1045,97.097
1046,95.156
1047,93.531
1048,91.564
1049,88.983
1050,87.609
1051,85.879
1052,84.470
1053,82.531
1054,79.860
1055,76.520
1056,73.492
1057,71.404
1058,69.794
1059,68.813
1060,68.557
1061,67.843
1062,67.576
1063,68.905
1064,70.757
1065,72.194
1066,74.018
1067,75.049
1068,76.491
1069,78.302
1070,80.756
1071,83.424
1072,85.521
1073,86.921
1074,88.115
1075,89.528
1076,91.216
1077,92.333
1078,94.055
1079,96.043
1080,98.040
1081,99.411
1082,100.047
1083,100.686
1084,101.244
1085,102.258
1086,103.120
1087,103.804
1088,104.454
1089,105.123
1090,106.016
1091,106.252
1092,107.019
1093,107.528
1094,107.918
1095,108.073
1096,108.920
1097,109.294
1098,109.609
1099,110.261
1100,111.154
1101,111.854
1102,112.596
1103,112.128
1104,110.609
1105,109.080
1106,107.593
1107,107.169
1108,107.079
1109,106.767
1110,106.947
1111,107.179
1112,107.491
1113,107.286
1114,107.032
1115,106.823
1116,106.070
1117,105.260
1118,104.598
1119,104.236
1120,103.236
1121,102.818
1122,102.738
1123,102.315
1124,100.821
1125,99.209
1126,97.428
1127,96.238
1128,95.668
1129,95.321
1130,95.082
1131,94.874
1132,94.563
1133,93.688
1134,92.681
1135,91.306
1136,90.030
1137,89.547
1138,88.686
1139,87.831
1140,86.610
1141,85.239
1142,84.178
1143,82.887
1144,81.839
1145,80.536
1146,79.898
1147,77.449
1148,76.119
1149,75.617
1150,75.088
1151,73.828
1152,72.751
1153,72.780
1154,72.741
1155,72.962
1156,72.837
1157,72.755
1158,73.887
1159,75.099
1160,75.626
1161,77.000
1162,77.978
1163,78.728
1164,80.099
1165,80.903
1166,82.157
1167,82.408
1168,82.587
1169,83.866
1170,85.029
1171,85.135
1172,86.073
1173,86.756
1174,87.275
1175,87.915
1176,88.440
1177,89.395
1178,89.417
1179,90.560
1180,91.156
1181,91.344
1182,91.376
1183,91.819
1184,91.808
1185,91.461
1186,91.086
1187,90.930
1188,91.426
1189,91.370
1190,91.470
1191,92.137
1192,93.052
1193,93.328
1194,93.811
1195,94.130
1196,94.938
1197,95.281
1198,95.510
1199,95.808
1200,95.137
1201,94.452
1202,94.168
1203,93.210
1204,93.312
1205,92.924
1206,92.223
1207,92.083
1208,92.199
1209,91.882
1210,91.452
1211,91.538
1212,91.170
1213,90.181
1214,89.417
1215,88.968
