Distance_(pixels),Gray_Value
1093,216.381
1094,205.188
1095,192.787
1096,178.966
1097,165.588
1098,155.546
1099,149.026
1100,144.766
1101,142.250
1102,140.568
1103,139.424
1104,137.629
1105,135.302
1106,132.185
1107,129.153
1108,126.767
1109,125.166
1110,123.812
1111,122.522
1112,121.356
1113,120.375
1114,119.400
1115,118.938
1116,118.176
1117,117.424
1118,116.303
1119,115.605
1120,115.198
1121,114.835
1122,114.842
1123,115.177
1124,115.225
1125,114.988
1126,114.656
1127,113.909
1128,113.044
1129,112.257
1130,111.802
1131,111.343
1132,111.079
1133,110.813
1134,110.612
1135,110.584
1136,110.794
1137,111.155
1138,111.524
1139,111.683
1140,111.635
1141,111.510
1142,111.042
1143,109.850
1144,108.253
1145,106.646
1146,104.996
1147,103.690
1148,102.813
1149,102.122
1150,101.195
1151,99.925
1152,99.196
1153,98.404
1154,97.491
1155,96.869
1156,96.610
1157,96.944
1158,97.735
1159,98.454
1160,98.715
1161,98.559
1162,97.968
1163,96.969
1164,96.202
1165,95.633
1166,94.966
1167,94.025
1168,92.849
1169,92.012
1170,91.306
1171,91.085
1172,91.692
1173,92.952
1174,94.059
1175,94.112
1176,92.899
1177,90.848
1178,88.415
1179,86.191
1180,84.689
1181,83.673
1182,82.613
1183,81.851
1184,81.207
1185,80.441
1186,79.148
1187,77.955
1188,76.140
1189,73.235
1190,69.998
1191,67.022
1192,65.154
1193,64.089
1194,64.493
1195,66.579
1196,69.651
1197,73.131
1198,76.803
1199,79.905
1200,82.117
1201,83.471
1202,84.455
1203,85.710
1204,87.066
1205,88.985
1206,91.135
1207,93.116
1208,94.244
1209,93.960
1210,92.476
1211,89.662
1212,86.988
1213,85.000
1214,83.609
1215,82.796
1216,83.236
1217,84.190
1218,85.274
1219,85.189
1220,83.921
1221,81.796
1222,79.204
1223,76.283
1224,74.127
1225,73.520
1226,73.852
1227,73.851
1228,72.562
1229,69.915
1230,66.596
1231,63.202
1232,60.385
1233,58.612
1234,57.785
1235,57.285
1236,57.632
1237,58.769
1238,60.243
1239,62.799
1240,66.029
1241,69.755
1242,73.071
1243,76.720
1244,80.386
1245,83.355
1246,85.386
1247,85.982
1248,85.236
1249,83.214
1250,80.071
1251,76.644
1252,73.601
1253,71.401
1254,70.328
1255,70.235
1256,70.780
1257,71.271
1258,71.330
1259,71.074
1260,70.774
1261,70.627
1262,71.401
1263,72.498
1264,73.355
1265,74.324
1266,75.547
1267,76.801
1268,77.732
1269,78.178
1270,78.836
1271,79.398
1272,79.892
1273,80.378
1274,80.769
1275,80.972
1276,80.594
1277,79.163
1278,77.260
1279,75.047
1280,72.859
1281,71.540
1282,70.791
1283,70.198
1284,69.724
1285,69.258
1286,68.811
1287,68.405
1288,67.225
1289,65.832
1290,64.589
1291,63.263
1292,61.997
1293,60.843
1294,59.724
1295,58.579
1296,57.322
1297,56.186
1298,55.362
1299,54.679
1300,53.605
1301,52.526
1302,51.839
1303,50.871
1304,50.237
1305,49.816
1306,49.420
1307,49.190
1308,49.428
1309,49.987
1310,50.849
1311,52.214
1312,53.918
1313,55.380
1314,56.558
1315,57.122
1316,57.023
1317,56.513
1318,55.862
1319,55.079
1320,54.729
1321,55.087
1322,55.651
1323,56.100
1324,56.489
1325,56.521
1326,56.041
1327,55.033
1328,53.610
1329,51.914
1330,50.536
1331,50.133
1332,50.666
1333,51.719
1334,52.764
1335,53.559
1336,54.448
1337,54.891
1338,55.034
1339,55.150
1340,55.460
1341,55.922
1342,56.555
1343,56.469
1344,55.705
1345,54.294
1346,52.799
1347,51.362
1348,50.235
1349,49.782
1350,49.771
1351,50.852
1352,52.820
1353,55.149
1354,58.032
1355,61.003
1356,63.815
1357,66.637
1358,68.913
1359,70.066
1360,70.380
1361,70.205
1362,69.663
1363,68.501
1364,67.396
1365,66.522
1366,65.978
1367,65.665
1368,65.638
1369,65.764
1370,65.514
1371,65.086
1372,64.953
1373,65.439
1374,66.110
1375,67.008
1376,67.929
1377,68.750
1378,69.153
1379,69.032
1380,68.494
1381,68.214
1382,68.202
1383,68.563
1384,68.773
1385,68.559
1386,67.730
1387,66.412
1388,64.633
1389,63.561
1390,63.499
1391,64.931
1392,67.532
1393,70.018
1394,71.455
1395,71.525
1396,70.310
1397,68.249
1398,65.809
1399,64.426
1400,64.056
1401,64.861
1402,66.763
1403,68.570
1404,70.332
1405,71.574
1406,71.674
1407,70.406
1408,68.013
1409,65.657
1410,63.801
1411,62.274
1412,61.236
1413,60.669
1414,60.799
1415,60.976
1416,60.711
1417,59.925
1418,58.751
1419,57.056
1420,55.093
1421,53.411
1422,52.235
1423,51.956
1424,52.405
1425,53.377
1426,54.851
1427,56.407
1428,57.963
1429,59.164
1430,59.699
1431,59.636
1432,58.738
1433,56.751
1434,54.183
1435,51.464
1436,48.934
1437,46.944
1438,45.784
1439,45.228
1440,44.966
1441,45.229
1442,45.565
1443,45.791
1444,46.519
1445,47.109
1446,47.718
1447,48.491
1448,49.288
1449,50.173
1450,51.490
1451,53.068
1452,54.060
1453,54.275
1454,53.722
1455,52.782
1456,51.877
1457,51.196
1458,50.441
1459,49.697
1460,48.737
1461,47.772
1462,46.925
1463,45.893
1464,45.352
1465,44.761
1466,44.267
1467,44.282
1468,44.871
1469,45.931
1470,47.551
1471,49.499
1472,51.341
1473,52.894
1474,53.718
1475,53.781
1476,52.979
1477,51.873
1478,50.833
1479,50.381
1480,50.682
1481,51.809
1482,53.599
1483,55.610
1484,57.797
1485,59.493
1486,60.523
1487,60.740
1488,60.172
1489,59.342
1490,58.574
1491,58.028
1492,57.667
1493,57.531
1494,57.686
1495,57.787
1496,57.614
1497,57.061
1498,56.195
1499,54.798
1500,52.784
1501,50.710
1502,49.031
1503,48.227
1504,47.635
1505,47.153
1506,46.986
1507,47.359
1508,48.387
1509,50.082
1510,52.168
1511,54.897
1512,57.173
1513,58.560
1514,58.943
1515,58.404
1516,57.108
1517,55.732
1518,54.769
1519,54.008
1520,53.488
1521,52.665
1522,51.501
1523,50.174
1524,48.807
1525,47.176
1526,46.193
1527,45.821
1528,45.945
1529,46.166
1530,46.663
1531,46.669
1532,46.581
1533,46.466
1534,46.308
1535,46.179
1536,45.922
1537,45.395
1538,44.833
1539,44.603
1540,44.864
1541,45.760
1542,47.072
1543,48.773
1544,50.428
1545,51.522
1546,52.019
1547,51.505
1548,50.736
1549,50.143
1550,49.863
1551,49.675
1552,50.173
1553,50.927
1554,51.975
1555,52.782
1556,53.046
1557,52.369
1558,51.084
1559,49.553
1560,47.764
1561,45.661
1562,43.947
1563,42.832
1564,42.055
1565,41.446
1566,40.956
1567,40.267
1568,39.890
1569,39.752
1570,40.245
1571,40.863
1572,41.822
1573,42.716
1574,43.542
1575,44.026
1576,44.088
1577,44.058
1578,43.918
1579,43.784
1580,43.589
1581,43.541
1582,43.499
1583,43.461
1584,43.575
1585,43.750
1586,44.006
1587,44.415
1588,44.729
1589,45.002
1590,45.323
1591,45.896
1592,46.329
1593,46.736
1594,46.977
1595,47.185
1596,47.185
1597,46.940
1598,46.509
1599,46.002
1600,45.446
1601,45.091
1602,44.796
1603,44.668
1604,44.794
1605,45.106
1606,45.447
1607,45.769
1608,46.204
1609,46.616
1610,46.892
1611,46.993
1612,46.821
1613,46.433
1614,46.316
1615,46.426
1616,46.992
1617,47.797
1618,48.731
1619,49.869
1620,51.015
1621,52.524
1622,54.424
1623,55.857
1624,56.707
1625,56.633
1626,55.449
1627,54.417
1628,53.500
1629,52.919
1630,52.553
1631,52.287
1632,52.044
1633,52.224
1634,52.708
1635,53.614
1636,54.776
1637,55.961
1638,56.927
1639,57.373
1640,57.277
1641,56.434
1642,54.878
1643,52.797
1644,51.230
1645,49.992
1646,49.125
1647,48.357
1648,47.929
1649,47.575
1650,46.717
1651,45.660
1652,44.562
1653,43.063
1654,41.162
1655,39.244
1656,37.902
1657,36.670
1658,35.995
1659,35.996
1660,36.480
1661,37.570
1662,39.227
1663,41.051
1664,42.606
1665,43.736
1666,44.531
1667,44.953
1668,44.914
1669,44.569
1670,43.811
1671,43.173
1672,42.546
1673,41.958
1674,41.842
1675,42.112
1676,42.946
1677,44.344
1678,46.097
1679,47.698
1680,49.031
1681,49.167
1682,48.477
1683,47.472
1684,46.556
1685,46.155
1686,46.277
1687,47.011
1688,48.169
1689,49.610
1690,50.486
1691,51.181
1692,51.879
1693,52.662
1694,53.538
1695,54.992
1696,56.839
1697,58.426
1698,59.327
1699,59.258
1700,58.324
1701,57.079
1702,55.504
1703,53.885
1704,52.367
1705,51.195
1706,50.281
1707,49.309
1708,48.656
1709,48.389
1710,48.303
1711,48.262
1712,48.148
1713,48.365
1714,48.632
1715,48.558
1716,48.486
1717,48.439
1718,48.124
1719,47.646
1720,46.924
1721,46.616
1722,46.795
1723,47.135
1724,47.679
1725,48.476
1726,49.717
1727,51.142
1728,51.984
1729,52.175
1730,51.359
1731,50.085
1732,48.552
1733,46.957
1734,45.459
1735,44.293
1736,43.397
1737,42.955
1738,42.697
1739,42.728
1740,43.023
1741,43.236
1742,43.576
1743,43.892
1744,44.294
1745,44.810
1746,45.502
1747,46.051
1748,46.654
1749,47.003
1750,47.132
1751,47.143
1752,47.026
1753,46.601
1754,45.924
1755,45.179
1756,44.207
1757,43.144
1758,42.288
1759,41.487
1760,40.955
1761,40.409
1762,40.214
1763,40.544
